"Date,",Price,Open,High,Low,Vol.,Change %
7/22/2018,8234.1,7409.0,8484.6,7343.7,1800000.0,11.14
7/29/2018,7014.3,8231.5,8275.4,6949.7,1550000.0,-14.81
8/5/2018,6231.6,7014.0,7149.7,6009.8,1710000.0,-11.16
8/12/2018,6379.1,6232.1,6626.4,5898.3,17630000.0,2.37
8/19/2018,6734.8,6379.1,6840.8,6255.9,20840000.0,5.58
8/26/2018,7189.6,6734.9,7264.3,6573.1,26360000.0,6.75
9/2/2018,6184.3,7189.6,7409.9,6132.3,26790000.0,-13.98
9/9/2018,6519.0,6184.3,6867.3,6148.8,22180000.0,5.41
9/16/2018,6729.6,6519.0,6833.3,6144.5,33270000.000000004,3.23
9/23/2018,6603.9,6729.6,6809.2,5977.0,59020000.0,-1.87
9/30/2018,6596.3,6603.9,6682.3,6034.9,64739999.99999999,-0.12
10/7/2018,6321.7,6596.3,6699.5,6206.2,907690.0,-4.16
10/14/2018,6572.2,6321.6,7358.4,6300.0,1210000.0,3.96
10/21/2018,6494.2,6575.9,6643.1,6473.7,685440.0,-1.19
10/28/2018,6386.2,6494.6,6502.2,6257.8,897360.0,-1.66
11/4/2018,6427.1,6386.2,6594.3,6359.7,1040000.0,0.64
11/11/2018,5621.8,6427.1,6475.9,5384.1,1640000.0,-12.53
11/18/2018,3920.4,5621.0,5727.9,3821.5,2690000.0,-30.26
11/25/2018,4196.2,3920.3,4440.1,3634.2,3460000.0,7.03
12/2/2018,3430.4,4196.2,4316.1,3251.8,2980000.0,-18.25
12/9/2018,3228.7,3430.3,3677.6,3177.0,2820000.0,-5.88
12/16/2018,3964.4,3228.6,4153.1,3225.9,4770000.0,22.79
12/23/2018,3706.8,3964.3,4208.2,3560.8,4180000.0,-6.5
12/30/2018,3785.4,3708.2,3894.8,3658.8,3520000.0,2.12
1/6/2019,3597.2,3785.7,4070.5,3561.3,3800000.0,-4.97
1/13/2019,3677.8,3597.3,3715.2,3473.2,3500000.0,2.24
1/20/2019,3570.9,3676.2,3699.1,3465.2,3160000.0,-2.91
1/27/2019,3502.5,3570.9,3583.2,3368.2,3680000.0,-1.92
2/3/2019,3661.4,3502.3,3721.1,3382.5,3780000.0,4.54
2/10/2019,3616.8,3661.0,3681.1,3580.2,3650000.0,-1.22
2/17/2019,4120.4,3616.8,4152.6,3607.9,5610000.0,13.92
2/24/2019,3823.1,4120.5,4194.2,3701.9,12420000.0,-7.21
3/3/2019,3944.3,3823.2,3964.0,3681.8,19190000.0,3.17
3/10/2019,4006.4,3944.4,4050.6,3817.1,19440000.0,1.57
3/17/2019,4002.5,4006.4,4064.0,3923.8,20060000.0,-0.1
3/24/2019,4111.8,4002.6,4138.1,3897.9,19140000.0,2.73
3/31/2019,5046.2,4111.8,5278.4,4076.8,36990000.0,22.73
4/7/2019,5051.8,5046.1,5404.1,4889.2,5830000.0,0.11
4/14/2019,5290.2,5052.0,5327.0,4964.2,4900000.0,4.72
4/21/2019,5265.9,5290.2,5594.4,5137.4,6560000.0,-0.46
4/28/2019,5830.9,5265.7,5899.2,5188.9,5560000.0,10.73
5/5/2019,7190.3,5830.8,7373.8,5630.5,5780000.0,23.31
5/12/2019,7262.6,7190.0,8323.9,6802.6,9030000.0,1.01
5/19/2019,8027.4,7261.9,8253.4,7252.3,6200000.0,10.53
5/26/2019,8545.7,8029.6,9045.9,7866.5,20690000.0,6.46
6/2/2019,7901.4,8545.8,8807.7,7480.4,4880000.0,-7.54
6/9/2019,8812.5,7901.6,8856.7,7516.9,4240000.0,11.53
6/16/2019,10721.7,8812.2,11160.5,8771.1,5150000.0,21.66
6/23/2019,11906.5,10721.5,13929.8,10493.5,7210000.0,11.05
6/30/2019,11268.0,11906.0,12179.3,9728.5,6410000.0,-5.36
7/7/2019,11364.9,11267.9,13134.4,10839.4,5640000.0,0.86
7/14/2019,10826.7,11364.3,11448.7,9082.6,6290000.0,-4.74
7/21/2019,9492.1,10827.0,10883.8,9389.1,4020000.0,-12.33
7/28/2019,10815.7,9491.1,10893.6,9401.1,3890000.0,13.94
8/4/2019,11314.5,10816.1,12291.9,10568.8,4550000.0,4.61
8/11/2019,10218.1,11314.6,11728.4,9580.1,4620000.0,-9.69
8/18/2019,10131.0,10219.3,10941.6,9777.0,3570000.0,-0.85
8/25/2019,9594.4,10132.1,10568.2,9343.0,3290000.0,-5.3
9/1/2019,10461.1,9594.7,10896.2,9533.6,3620000.0,9.03
9/8/2019,10337.3,10461.6,10578.0,9908.9,2740000.0,-1.18
9/15/2019,9993.0,10337.3,10360.5,9707.6,2510000.0,-3.33
9/22/2019,8208.5,9993.0,10075.0,7773.6,4230000.0,-17.86
9/29/2019,8127.3,8208.0,8486.2,7749.0,3230000.0,-0.99
10/6/2019,8304.4,8127.3,8751.1,7797.0,4000000.0,2.18
10/13/2019,7957.3,8304.3,8450.2,7842.0,3380000.0,-4.18
10/20/2019,9230.6,7957.4,10540.0,7329.2,4230000.0,16.0
10/27/2019,9300.6,9230.6,9866.9,8959.6,6080000.0,0.76
11/3/2019,8804.5,9300.5,9500.4,8722.4,4630000.0,-5.33
11/10/2019,8497.3,8804.7,9092.9,8437.1,4020000.0,-3.49
11/17/2019,7324.1,8497.4,8631.7,6818.5,6190000.0,-13.81
11/24/2019,7546.6,7325.0,7825.3,6534.8,6290000.0,3.04
12/1/2019,7510.9,7546.5,7702.2,7113.6,5170000.0,-0.47
12/8/2019,7080.8,7510.8,7626.0,7043.3,3880000.0,-5.73
12/15/2019,7156.2,7080.8,7387.7,6462.2,5220000.0,1.07
12/22/2019,7321.5,7156.3,7684.0,7128.5,5290000.0,2.31
12/29/2019,7376.8,7321.6,7518.9,6884.1,4700000.0,0.75
1/5/2020,8024.1,7376.8,8436.4,7345.6,6530000.0,8.78
1/12/2020,8916.3,8023.3,9005.1,7973.1,6330000.0,11.12
1/19/2020,8341.6,8916.3,9183.7,8242.6,4600000.0,-6.45
1/26/2020,9381.6,8341.6,9569.0,8304.9,4890000.0,12.47
2/2/2020,9895.5,9381.5,9931.2,9381.5,4780000.0,5.48
2/9/2020,9907.7,9895.4,10482.6,9725.1,5390000.0,0.12
2/16/2020,9655.7,9907.4,10230.9,9424.3,5930000.0,-2.54
2/23/2020,8543.7,9655.6,9981.0,8451.9,7280000.0,-11.52
3/1/2020,8887.8,8543.8,9180.8,8437.2,6440000.0,4.03
3/8/2020,5182.7,8887.8,8888.0,3869.5,16090000.0,-41.69
3/15/2020,6186.2,5182.9,6858.1,4477.7,14450000.0,19.36
3/22/2020,6233.7,6186.9,6930.2,5710.8,10150000.0,0.77
3/29/2020,6857.4,6233.2,7182.7,5872.5,9180000.0,10.01
4/5/2020,6867.8,6857.5,7440.3,6686.0,8359999.999999999,0.15
4/12/2020,7230.8,6867.9,7259.4,6520.5,7480000.0,5.29
4/19/2020,7540.4,7230.9,7684.6,6771.2,12220000.0,4.28
4/26/2020,8966.3,7540.4,9437.5,7520.5,8770000.0,18.91
5/3/2020,9554.6,8966.2,10033.0,8553.2,9630000.0,6.56
5/10/2020,9379.5,9553.9,9887.5,8235.6,12520000.0,-1.83
5/17/2020,9177.0,9376.6,9930.2,8833.6,7890000.0,-2.16
5/24/2020,9692.5,9177.9,9729.9,8666.1,6170000.0,5.62
5/31/2020,9669.6,9692.9,10301.8,9347.3,4720000.0,-0.24
6/7/2020,9471.3,9669.6,9970.9,9139.1,3940000.0,-2.05
6/14/2020,9358.8,9470.7,9577.1,8925.6,3380000.0,-1.19
6/21/2020,9008.3,9358.8,9751.9,8865.3,3240000.0,-3.74
6/28/2020,9134.4,9008.4,9289.0,8950.2,2610000.0,1.4
7/5/2020,9233.3,9134.3,9458.3,8932.1,3030000.0,1.08
7/12/2020,9170.2,9234.2,9337.8,9052.0,2760000.0,-0.68
7/19/2020,9704.1,9170.1,9729.3,9106.4,2560000.0,5.82
7/26/2020,11803.1,10961.1,11847.7,10771.8,4120000.0,21.63
8/2/2020,11764.3,11802.6,12061.1,10730.7,3740000.0,-0.33
8/9/2020,11845.3,11764.4,12041.1,11146.7,3460000.0,0.69
8/16/2020,11661.3,11845.5,12444.1,11382.1,3650000.0,-1.55
8/23/2020,11468.1,11661.1,11824.6,11131.0,3400000.0,-1.66
8/30/2020,10092.2,11468.1,12045.9,9897.8,56560000.0,-12.0
9/6/2020,10441.9,10092.2,10480.3,9877.1,24920000.0,3.47
9/13/2020,11081.8,10441.7,11177.1,10219.4,552840.0,6.13
9/20/2020,10727.9,11081.6,11081.6,10146.6,521930.0,-3.19
9/27/2020,10544.2,10727.9,10946.6,10387.6,473680.0,-1.71
10/4/2020,11298.4,10544.4,11475.0,10520.8,415500.0,7.15
10/11/2020,11362.1,11295.6,11715.9,11224.6,458660.0,0.56
10/18/2020,13117.2,11362.1,13213.5,11349.8,649570.0,15.45
10/25/2020,13797.3,13117.0,14065.4,12792.4,737160.0,5.18
11/1/2020,14828.4,13795.5,15955.2,13214.2,969230.0,7.47
11/8/2020,16071.0,14826.6,16474.1,14720.7,849610.0,8.38
11/15/2020,18687.2,16074.7,18966.0,15782.3,985860.0,16.28
11/22/2020,17730.7,18394.6,19486.7,16235.2,1150000.0,-5.12
11/29/2020,19146.5,17729.7,19897.4,17530.4,883700.0,7.99
12/6/2020,18808.9,19146.0,19424.6,17600.1,642930.0,-1.76
12/13/2020,23844.0,18808.1,24107.1,18716.8,1010000.0,26.77
12/20/2020,26454.4,23843.6,26826.0,22015.5,805840.0,10.95
12/27/2020,32193.3,26460.3,33233.5,25858.2,962220.0,21.69
1/3/2021,40151.9,32192.9,41921.7,28204.5,1570000.0,24.72
1/10/2021,36019.5,40149.7,41362.4,30411.6,1400000.0,-10.29
1/17/2021,32088.9,36020.1,37821.0,28871.2,1140000.0,-10.91
1/24/2021,34283.1,32088.5,38546.0,29290.4,1380000.0,6.84
1/31/2021,39256.6,34281.6,40939.7,32189.9,844340.0,14.51
2/7/2021,47168.7,39228.9,48927.4,37381.6,1120000.0,20.16
2/14/2021,55923.7,47172.1,57523.8,45786.1,880270.0,18.56
2/21/2021,46136.7,55907.6,58335.1,44248.2,1080000.0,-17.5
2/28/2021,48855.6,46136.0,52567.9,43100.6,647900.0,5.89
3/7/2021,61195.3,48899.0,61795.8,48890.6,726920.0,25.26
3/14/2021,58093.4,61192.7,61673.7,53342.6,705780.0,-5.07
3/21/2021,55862.9,58097.4,58583.8,50441.3,736810.0,-3.84
3/28/2021,57059.9,55856.9,60134.9,54711.3,551090.0,2.14
4/4/2021,59748.4,57059.7,61229.0,55489.3,478370.0,4.71
4/11/2021,60041.9,59772.4,64778.0,59250.3,738100.0,0.49
4/18/2021,50088.9,60043.2,60362.1,47659.4,1120000.0,-16.58
4/25/2021,57807.1,50088.2,58449.4,47098.5,650340.0,15.41
5/2/2021,58840.1,57807.2,59471.1,53741.5,714620.0,1.79
5/9/2021,46708.8,58840.6,59523.9,46331.1,971690.0,-20.62
5/16/2021,37448.3,46729.3,49764.3,30261.7,2100000.0,-19.83
5/23/2021,34584.6,37446.8,40750.0,31192.4,1360000.0,-7.65
5/30/2021,35520.0,34589.3,39462.3,33441.0,795230.0,2.7
6/6/2021,35467.5,35518.7,38340.8,31158.1,955160.0,-0.15
6/13/2021,35513.4,35467.5,41318.0,34827.0,869900.0,0.13
6/20/2021,32243.4,35510.9,36097.9,28901.8,1380000.0,-9.21
6/27/2021,34742.8,32247.1,36590.3,32041.7,644500.0,7.75
7/4/2021,33510.6,34742.8,35957.6,32146.9,538720.0,-3.55
7/11/2021,31518.6,33510.8,34598.0,31062.2,444390.0,-5.94
7/18/2021,33824.8,31517.9,33955.0,29310.2,547540.0,7.32
7/25/2021,41553.7,34392.5,42285.3,33881.3,772120.0,22.85
8/1/2021,44614.2,41510.0,44697.3,37365.4,480250.0,7.37
8/8/2021,47081.5,44584.9,48090.9,42824.1,603000.0,5.53
8/15/2021,48875.8,47082.6,49719.1,43986.7,404440.0,3.81
8/22/2021,48897.1,48870.4,50498.8,46360.4,455600.0,0.04
8/29/2021,49918.4,48899.7,51008.8,46533.1,503540.0,2.09
9/5/2021,45161.9,49918.7,52885.3,43072.4,635390.0,-9.53
9/12/2021,48306.7,45162.6,48761.0,43463.2,428090.0,6.96
9/19/2021,42686.8,48299.9,48341.9,39646.8,682370.0,-11.63
9/26/2021,47666.9,42685.8,48435.2,40786.6,486080.0,11.67
10/3/2021,54942.5,47665.4,55977.9,46958.6,506290.0,15.26
10/10/2021,60861.1,54942.5,62892.8,54100.8,628280.0,10.77
10/17/2021,61312.5,60865.5,66967.1,59143.4,545110.0,0.74
10/24/2021,61840.1,61308.2,63694.8,58112.6,449830.0,0.86
10/31/2021,61483.9,61842.2,64256.4,59612.7,375250.0,-0.58
11/7/2021,64398.6,61483.8,68990.6,61347.2,451590.0,4.74
11/14/2021,59717.6,64397.2,66311.2,55626.3,521730.0,-7.27
11/21/2021,54765.9,59724.0,60002.6,53533.5,512690.00000000006,-8.29
11/28/2021,49195.2,54758.0,59174.4,42587.8,485370.0,-10.17
12/5/2021,49314.5,49196.4,51918.6,46834.0,470490.0,0.24
12/12/2021,46856.2,49332.5,50779.2,45513.4,446800.0,-4.98
12/19/2021,50406.4,46855.7,51795.3,45577.3,343620.0,7.58
12/26/2021,47738.0,50404.0,52016.3,45693.6,391960.0,-5.29
1/2/2022,41672.0,47738.7,47944.9,40574.3,446800.0,-12.71
1/9/2022,43097.0,41681.2,44404.7,39697.0,391260.0,3.42
1/16/2022,35075.2,43079.2,43487.1,34116.0,541760.0,-18.61
1/23/2022,38170.8,35072.9,38862.6,32985.6,630110.0,8.83
1/30/2022,41412.1,38167.5,41899.8,36297.3,451360.0,8.49
2/6/2022,42205.2,41411.9,45755.2,41176.3,473290.0,1.92
2/13/2022,40090.3,42205.5,44722.6,39505.0,376770.0,-5.01
2/20/2022,39115.5,40089.6,40120.3,34357.4,635910.0,-2.43
2/27/2022,39395.8,39116.6,45294.2,37062.3,6230000000.0,0.72
3/6/2022,38814.3,39396.3,42538.5,37182.1,20310000000.0,-1.48
3/13/2022,42233.0,38813.2,42386.0,37603.4,17070000000.0,8.81
3/20/2022,44548.0,42241.0,45112.0,40530.0,3160000000.0,5.48
3/27/2022,45811.0,44542.0,48199.0,44261.0,3660000000.0,2.84
4/3/2022,42767.0,45813.0,47435.0,42113.0,3230000000.0,-6.64
4/10/2022,40382.0,42760.0,43421.0,39202.0,2490000000.0,-5.58
4/17/2022,39418.0,40382.0,42969.0,38577.0,2660000000.0,-2.39
4/24/2022,38569.0,39434.0,40770.0,37708.0,3350000000.0,-2.15
