,0,1
0,119996583,120002569
1,116663626,116663511
2,115122526,113787717
3,116758513,116774674
4,117383868,117383826
5,117987586,117987623
6,104687514,119960856
7,116578693,117023516
8,116731022,116732828
9,108968979,120451998
10,80772972,120207663
11,121384176,121382109
12,81353216,91935662
13,82360475,116988930
14,119192660,119193741
15,102755504,59908951
16,119507573,36762758
17,120515589,120487140
18,81751676,120183708
19,119984762,119991661
20,119564101,51368153
21,54892448,68393032
22,97861691,98054453
23,117524351,117525643
24,119290646,120908832
25,117773708,117773684
26,82084974,118694891
27,86842886,41066042
28,119213320,106729723
29,117492380,117492586
30,118730061,118730088
31,121292052,112842561
32,116317591,117389969
33,95649610,113132108
34,118709562,117017015
35,119425144,119218431
36,117458547,117475415
37,118276668,107606422
38,115326130,115325451
39,120716091,120716073
40,121581016,121610566
41,113047031,111873791
42,120379412,120368750
43,117543436,120902908
44,118513915,86044408
45,117856096,109573636
46,65996028,117180005
47,117236074,111878114
48,117272325,117274172
49,79153452,117758926
50,119382292,119382270
51,120279289,120213950
52,119341038,119341092
53,119450228,119456291
54,120679172,120679173
55,83217711,104803342
56,118412956,116597517
57,115837528,115834916
58,120197475,120196769
59,116332414,116337768
60,120724015,120724014
61,113395534,117478090
62,119959628,119959905
63,117650640,116760363
64,117117747,117115873
65,117045255,118338734
66,118702533,118702707
67,118496776,118496578
68,120748439,120750371
69,114966104,114960257
70,117492618,117492657
71,119855122,119865549
72,120326458,116659236
73,117621644,117615534
74,116478791,116477084
75,116559322,116560917
76,113359058,81335278
77,117036298,68393032
78,115327702,115320351
79,115283549,115276781
80,94590974,97898343
81,111971465,120872502
82,118874055,118871331
83,117542193,90790357
84,108386656,117340302
85,115493332,115496099
86,118202996,118202928
87,118834379,118845645
88,117539703,117547351
89,97250453,68062478
90,103359138,72020331
91,117735493,117735528
92,120688873,120688878
93,118149430,118161198
94,119458570,119458611
95,116891966,116890221
96,119693662,116741862
97,119860172,114746822
98,54398902,95339123
99,85891099,110877854
100,116981001,108769265
101,118519906,118520273
102,117409180,117402070
103,119382289,119382310
104,98030916,116763919
105,117416326,117416811
106,119087162,119087147
107,73150558,96906047
108,117705527,117707259
109,115147841,115153384
110,120896275,120908762
111,117939457,117939348
112,115183382,115184979
113,115007095,115012467
114,77270380,111387496
115,101128145,108030588
116,95579460,120007116
117,67908829,115067040
118,120373660,120374263
119,113778374,114924755
120,118997583,118998562
121,111912982,117467007
122,116775278,116761036
123,65973809,89680388
124,106017881,109649959
125,117412791,119811262
126,117383466,117383446
127,118318127,118321759
128,120173603,120194669
129,119690478,86302598
130,115808770,90712404
131,108386656,115794135
132,112262403,115983671
133,115793835,115790541
134,108386654,118698026
135,120980489,120980634
136,117961697,117961703
137,120774572,120780364
138,110020619,114847647
139,120755845,120755847
140,121081203,121081877
141,118400149,118394383
142,118660448,118664899
143,120686627,120683274
144,121543187,121543194
145,117838492,117838506
146,120300981,120301510
147,116601122,116601849
148,117147444,117148700
149,88796770,119684514
150,73150558,85210805
151,76466127,93160886
152,65995985,51840829
153,6597776,119409199
154,119408490,119425807
155,115445363,115445337
156,118605903,118602510
157,117351568,117351513
158,60939911,98024266
159,116604840,68924405
160,120563053,33927628
161,119617200,119617268
162,105160496,115676403
163,115253367,114407124
164,113881765,118662340
165,81288426,87217127
166,115285414,115285417
167,116601183,116601107
168,114968913,53012806
169,117832679,117838301
170,116011432,116011404
171,119699246,100477956
172,118902197,118903274
173,85165242,102627866
174,115923183,115923193
175,54891529,107054686
176,115053241,115075663
177,109765949,116009418
178,119815330,119815591
179,65996011,108408202
180,116489019,116485637
181,117575588,40401494
182,107954862,105014024
183,116453669,116470876
184,110694482,98437096
185,69420656,116142106
186,119372432,119338327
187,121172374,121171377
188,48410970,118108955
189,117352358,117353827
190,31492923,118230728
191,79040522,104108002
192,115595054,36757805
193,120037883,120037849
194,36849591,120951105
195,117100193,117107790
196,115043721,115037763
197,116737465,116737656
198,116011659,60218957
199,68380758,117823141
200,120282824,98677774
201,117079158,117087450
202,76199943,113897299
203,116393025,76219993
204,108784211,116788433
205,115453389,115453349
206,115987429,115995134
207,121366279,121366216
208,118865954,118881933
209,120544746,119392545
210,117647863,117670856
211,86287353,119472642
212,118032770,118056191
213,121627161,121627117
214,115770825,115770687
215,116062770,116116922
216,116876788,119590837
217,117688104,99430973
218,102307340,119257648
219,117728500,117704381
220,85424191,116425504
221,115384822,115390699
222,116054275,50334035
223,121115401,121115983
224,120936432,120958445
225,116827978,107372546
226,120906985,121041339
227,63968869,73274717
228,115805850,115805410
229,115974463,116262957
230,118910204,118910251
231,119803647,119810084
232,115037840,115039500
233,117382480,117382525
234,99328440,116591077
235,117218947,117240778
236,116581171,116580924
237,63527585,85624645
238,119068537,118663979
239,54127061,111375304
240,120002548,120299484
241,117687662,117689914
242,78219231,120875934
243,119662443,118691434
244,116555607,116546144
245,121177763,121166363
246,119078733,106171055
247,118325058,116901771
248,118165901,118153803
249,120213749,120213757
250,119102447,119103886
251,119593514,119603797
252,114879886,114877102
253,117306413,117264807
254,120605912,120605909
255,119814809,119814846
256,121620620,84250366
257,94032419,54402379
258,115987871,115989830
259,118409242,119120851
260,120237317,120237270
261,116505088,113752181
262,118949536,119032106
263,117995954,117956156
264,118528791,102537132
265,59305083,115753553
266,119026763,119019259
267,85532900,119126434
268,113746325,84649503
269,61934989,120261494
270,118427135,118427359
271,93811433,79133354
272,116252697,116252962
273,116796714,116049968
274,117161627,96280083
275,113684283,73207551
276,117116573,49754170
277,116438105,116292222
278,119917230,119916986
279,111254887,103680011
280,115079830,109600897
281,119858860,119856453
282,108386656,117593313
283,119111705,119124538
284,97369462,101978595
285,119546751,119546712
286,121140890,121117324
287,85281332,121559801
288,100535600,112873938
289,118598667,118598281
290,105392941,103684439
291,121007009,121143829
292,117846730,117846752
293,119041149,118920114
294,118704545,114925836
295,115509979,120197926
296,119078548,119078549
297,115509979,120675575
298,116608066,105927809
299,119208032,118989055
300,120926599,120928572
301,118498687,118498701
302,119257363,119257364
303,43460820,116177691
304,118410982,118410917
305,120750540,120750531
306,112794674,117356530
307,111256583,115388400
308,117871760,117871891
309,82016939,120764922
310,115528281,115532152
311,89488145,118264954
312,119614622,119615364
313,115778228,115586556
314,119463139,119541207
315,121559517,121093421
316,118154802,116782588
317,115320072,115355436
318,119134432,119134976
319,22476934,111549578
320,72234206,115188499
321,120333669,120333748
322,115431422,115431356
323,115799373,115569292
324,119486226,119502635
325,117173245,114241363
326,119556323,119558253
327,118231184,118235526
328,109265330,120207947
329,115577334,115577309
330,99219220,112872841
331,111246916,109379654
332,114861188,114861147
333,121337771,121320829
334,120838779,120760402
335,118115126,116232080
336,118481351,118481441
337,115769073,115812783
338,85015175,96958453
339,116389491,116396692
340,118918018,118918017
341,121519414,121524240
342,76608632,120346240
343,118932785,118941966
344,118814908,118809816
345,119919544,120915015
346,118470423,118457380
347,117148850,117148871
348,120027711,120043505
349,80074260,118661954
350,95093898,118035808
351,116488029,116483583
352,121362163,121265077
353,120958459,120988317
354,115143694,115142698
355,117966573,117959847
356,102292456,90088071
357,120263990,120287994
358,116547238,116184439
359,118096201,118129033
360,117639147,116723699
361,40589657,117608442
362,121410141,121410594
363,117420836,117420927
364,119646505,119646457
365,95069398,119579391
366,49975740,107791539
367,69663912,104747018
368,116839577,112810865
369,115390661,115390633
370,118511805,85174450
371,95223115,107955347
372,116302255,116302256
373,117819828,117819877
374,109059376,118514173
375,83977680,121122275
376,115707866,115707822
377,119146005,119227489
378,115075984,115074951
379,116978446,116987038
380,121448335,121388849
381,43020881,115797425
382,115896890,115895189
383,98818087,117280827
384,117009733,117009669
385,39694869,62107785
386,73150558,115608796
387,119705731,119702363
388,118483041,118496785
389,118092657,118092870
390,83163639,109678425
391,116516060,118706615
392,117158926,117191576
393,117957526,117882008
394,118335767,121129339
395,118284630,118498741
396,116791098,116791073
397,116579139,116579116
398,117562708,117563307
399,93566587,119113769
400,118511805,84297969
401,52814580,107167667
402,115292027,115300131
403,115943657,115945165
404,36340598,120243667
405,117889594,117891728
406,117065879,117065971
407,119395515,119399951
408,120996906,120985755
409,113906823,119985021
410,70086283,100587089
411,121286594,121246099
412,117997841,118013554
413,121381970,121388137
414,117591133,117591148
415,116377036,116376720
416,115542122,115542457
417,114874593,114876535
418,103711547,119123195
419,118913487,72439532
420,119672184,119669976
421,119205752,119205630
422,117359242,117357166
423,118495334,118522596
424,115223155,115225173
425,103354461,111008481
426,114048789,120597742
427,104102431,117276897
428,113236476,113236490
429,117559652,117562132
430,116951656,119716612
431,114378867,115654861
432,119458897,119458944
433,109595164,116521991
434,118122142,118145677
435,115229482,115225181
436,117664898,117832705
437,104308871,117697443
438,117528159,117525881
439,119828167,119823663
440,103866636,114304485
441,116550933,116550901
442,120373282,120422287
443,103451723,42375715
444,115205054,85302667
445,72057230,107904902
446,120217828,120217887
447,118827003,118823496
448,101799282,117317372
449,95102798,116522268
450,109239035,44579277
451,77644230,120805662
452,104366198,116288034
453,120509891,120521468
454,114941613,98740064
455,74278701,121060183
456,61716405,115982873
457,120168686,120166904
458,121543446,121303640
459,114987196,114984787
460,119655083,120960627
461,115933923,115933981
462,115214482,115214315
463,113799188,121566252
464,117161745,117158781
465,120903991,120944355
466,107057928,118382512
467,114970834,116968437
468,119067951,119066271
469,118327606,118327602
470,85866931,115554376
471,115694758,111380213
472,117886424,117886507
473,76602912,119042996
474,120784818,120784841
475,117697731,96269842
476,74339314,120575386
477,73432151,118990275
478,120840589,120836270
479,64269651,119127640
480,119825396,119822514
481,117096770,117235181
482,118477163,118511827
483,116128623,116147556
484,65996020,19789641
485,116152870,117836238
486,117067331,117071633
487,118101272,118101269
488,117426366,117430998
489,121064184,121063914
490,100771311,78197931
491,70744274,120551626
492,116748635,117478360
493,116256177,116256248
494,114831215,114835350
495,119048271,119339212
496,110221080,117739449
497,115776241,94122673
498,117621724,117621679
499,120911688,120911633
500,118904000,118771001
501,119244790,90072493
502,72503391,100335204
503,115383655,115382913
504,120891174,120892044
505,119186711,119217297
506,119426260,119426201
507,52730657,117464549
508,117477872,117475427
509,121414589,102054525
510,117244859,117244893
511,62951246,115840606
512,119687583,48533932
513,120361899,120361861
514,109719440,100907280
