,0,1
0,4491144,4491258
1,4739483,4739559
2,4476228,4635282
3,3523648,4807630
4,3777819,4731875
5,3961971,3777886
6,4721223,3350404
7,3756354,4914779
8,4669916,4557640
9,4489801,4646301
10,3777886,4746050
11,4884369,4882007
12,2971133,4722788
13,4719617,4719618
14,4805049,4806318
15,4536526,4845357
16,3777813,4931433
17,3777816,4927853
18,4532259,4529558
19,4401119,4401504
20,4515714,4643102
21,3523799,4548392
22,4699235,4611413
23,4536792,3892920
24,3777797,4438160
25,4666466,4666827
26,4766967,4682589
27,4735232,4734072
28,4614358,4720777
29,4882465,4938458
30,4726693,4644837
31,3993175,3688380
32,4473114,2901745
33,4431215,4431157
34,4606136,4606133
35,4371226,4652039
36,4381440,4365606
37,4617063,4615590
38,4770646,4753102
39,3576661,4910257
40,4608085,4608086
41,4698754,4712368
42,4425206,4424880
43,3777818,4954958
44,4436839,4453498
45,3523799,4415527
46,4389826,4390093
47,2647983,4542400
48,4488278,4480497
49,3516775,4787759
50,3516775,4398536
51,4598346,4593316
52,4791623,4882831
53,4553950,4679166
54,4482369,529779
55,4710592,4710593
56,4920182,4921888
57,4448168,4654603
58,4420579,4422141
59,4528359,4528359
60,4935653,4946565
61,4833139,4833120
62,4499710,4497734
63,3777674,4531306
64,2803150,4812931
65,4629563,4629565
66,3523799,4494925
67,4814364,4814680
68,4887571,4885923
69,3523799,4433611
70,3777875,4925775
71,3777683,4442168
72,4390636,895792
73,3534898,4382601
74,4558550,4648701
75,4639062,4639063
76,3777797,4436552
77,4379066,4301764
78,4422067,4391171
79,3580739,4448484
80,3357028,4724582
81,4564999,4564927
82,2003728,4558351
83,4826521,4429238
84,4649934,4648669
85,2808418,4619561
86,1326679,4254842
87,4671103,4671468
88,2983019,4786581
89,4689417,4690990
90,2463680,4718496
91,4501970,4568902
92,3777606,4905205
93,2630064,4591489
94,4415371,4413859
95,4945552,4946002
96,2886998,4415474
97,4058347,3897691
98,4470342,4525583
99,4807438,4807451
100,4518517,4540207
101,4847807,4847863
102,4685133,4380831
103,4931568,4931572
104,4590619,4684955
105,4787219,4787737
106,4587933,3779222
107,4813788,4435312
108,4574572,4682132
109,3777674,4606977
110,4851032,4851202
111,2067013,4502768
112,4520282,4520707
113,4879476,4917219
114,3359518,4767770
115,4637895,4680401
116,4735208,4730222
117,4738834,4789561
118,4603573,4899061
119,4514900,4532150
120,3777769,4445817
121,4590050,4590603
122,4714586,4714974
123,4654603,4654167
124,3706816,4628019
125,4461247,4461080
126,3777683,4843403
127,4953148,4956204
128,4657431,4657425
129,3777683,4702596
130,4655218,4654583
131,3777797,4720304
132,4791611,3433587
133,4434595,4434890
134,4524169,4523999
135,4855767,4865866
136,4585781,4586166
137,4732613,4625790
138,4811767,808408
139,4721201,4681142
140,4825257,4832161
141,1626853,4807008
142,4936026,4936059
143,4620707,4633873
144,4472238,4260592
145,4669629,4670224
146,4847126,4847604
147,4780946,4842271
148,3777606,4429493
149,4407111,4403531
150,4634455,4634456
151,3777816,4432920
152,2960729,1293563
