,0,1
0,202087,202143
1,215907,216058
2,233926,233782
3,192409,198724
4,198548,209229
5,243465,244909
6,228258,228268
7,231425,231429
8,199660,233734
9,226879,226883
10,241055,241057
11,211161,198058
12,249889,249893
13,219147,234536
14,246963,246853
15,231097,233645
16,205858,205772
17,223992,223987
18,204592,202776
19,205311,205349
20,170250,237696
21,174289,233989
22,242331,242334
23,204635,204658
24,205634,248808
25,148977,240034
26,204100,204403
27,176283,223286
28,242751,169271
29,208715,208714
30,212794,196718
31,176121,185547
32,-2,241934
33,226509,226511
34,227190,231259
35,217793,217848
36,235317,228766
37,212924,212919
38,232476,235009
39,199422,251501
40,168958,215978
41,201884,201877
42,231119,209696
43,249074,249045
44,215572,215604
45,211421,206315
46,198548,199183
47,212635,212603
48,222662,140426
49,222643,222673
50,230573,230575
51,206259,204540
52,65393,232060
53,178668,201497
54,223205,229860
55,134659,245465
56,-2,247097
57,219612,219614
58,212027,211779
59,198562,69753
60,215552,215644
61,204318,204320
62,201848,201802
63,166263,223279
64,233618,237419
65,233619,241894
66,216679,195914
67,250725,250729
68,189701,246270
69,222560,222561
70,225159,226269
71,243624,226647
72,-2,250134
73,208461,208460
74,165297,201101
75,207467,207466
76,228343,228351
77,238603,238616
78,206291,235875
79,235965,214070
80,221409,221426
81,209823,209969
82,226905,235605
83,202736,202680
84,232428,232114
85,221311,221309
86,215000,230321
87,208251,195725
88,205049,204996
89,232879,232166
90,239005,239112
91,181662,200415
92,-2,218320
93,209975,202748
94,219974,219976
95,222324,222325
96,151144,209960
97,205262,205334
98,208798,208797
99,205501,174951
100,229454,229457
101,223089,223193
102,202872,188749
103,206488,182161
104,218330,217254
105,221351,221352
106,198992,150782
107,205981,205913
108,240000,239837
109,-2,229035
110,227155,229174
111,-2,223247
112,230609,230538
113,-2,237334
114,211162,196229
115,-2,245659
116,181149,214298
117,224737,224739
118,249348,249347
119,197274,204415
120,209481,218761
121,210176,211514
122,213096,213143
123,236806,236884
124,226705,226701
125,232494,232499
126,242621,242639
127,231441,231446
128,148977,203502
129,224212,62844
130,202512,202508
131,171075,217025
132,242225,227372
133,211488,227662
134,203255,204343
135,166975,208935
136,41014,218210
137,244610,41123
138,211162,201659
139,222620,183812
140,200100,200123
141,193445,220474
142,214956,215003
143,211161,205527
144,174914,246808
145,186192,213666
146,230169,230171
147,249956,249958
148,241772,246676
149,168481,200629
150,242725,242765
151,222620,55539
152,208679,208936
153,198330,205058
154,-2,220609
155,139461,218671
156,224123,224125
157,239505,239508
158,188516,215738
159,250585,250692
160,207350,207351
161,219168,196328
162,199843,201820
163,-2,212844
164,167370,211376
165,198548,198678
166,231048,218950
167,241863,215165
168,200450,200556
169,202807,202729
170,198548,231839
171,216215,249402
172,241862,230379
173,218576,218571
174,240041,240197
175,163042,219681
176,214000,213082
177,246580,246571
178,230759,230698
179,185538,209640
180,246765,246750
181,230196,188564
182,204177,204633
183,205634,218127
184,199502,198822
185,209636,213332
186,237821,237823
187,-2,203244
188,190450,207938
189,239696,239698
190,207300,207299
191,229186,229305
192,229297,229501
193,230003,216732
194,234274,234250
195,200386,201505
196,232286,232320
197,218412,226067
198,178682,248339
199,226797,245836
200,211161,201902
201,176518,222662
202,198548,231502
203,225513,241707
204,225227,225232
205,226465,226467
206,202371,123686
207,137250,216870
208,219093,219111
209,224482,224483
210,174289,211138
211,241578,241751
212,242672,226809
213,206088,207606
214,214357,220181
215,207326,207327
216,198548,201724
217,96485,241621
218,201398,201401
219,213269,210659
220,242749,221891
221,201186,201555
222,245694,245702
223,225930,225932
224,199696,199751
225,205341,205422
226,233709,233748
227,-2,205741
228,210869,210873
229,202365,105039
230,209019,209021
231,241973,241997
232,219147,234082
233,208545,195599
234,246859,246496
235,181434,239284
236,209407,209308
237,166263,201240
238,251186,251191
239,148977,216046
240,214246,214158
241,205856,205944
242,229275,242810
243,241304,241195
244,221251,221480
245,225289,232230
246,209800,209738
247,214601,206133
248,110501,192570
249,102584,234880
250,235572,235622
251,245619,245540
252,178101,198469
253,183965,187979
254,222774,222778
255,239319,242246
256,205096,205099
257,234452,233083
258,174914,248669
259,231576,231277
260,201944,231115
261,212371,212384
262,213645,240849
263,-2,215065
264,223515,218940
265,235212,235161
266,223007,220180
267,203412,203434
268,190288,211057
269,229941,251315
270,226834,226819
271,197274,205773
272,228602,244088
273,233991,234007
274,248433,250276
275,206713,206715
276,226593,226598
277,215402,215356
278,214656,214740
279,214892,214858
280,218098,218046
281,238481,238486
282,244870,103507
