,0,1
0,43626794,43627557
1,43856001,43856042
2,43442639,43441753
3,43742651,43742778
4,43620334,43620398
5,45706860,45706955
6,44795148,44798296
7,45381441,45382800
8,43822432,43822414
9,43193816,43186238
10,45437288,45435841
11,43312836,43312847
12,43750951,43749529
13,45414125,45414056
14,44491494,44491783
15,44930624,44930608
16,43960696,43959695
17,45688400,45690727
18,43249446,43249492
19,43860965,43862704
20,43423681,19284296
21,23840211,42918917
22,44177155,44177103
23,44842034,44843327
24,43673304,43672129
25,43248886,43246618
26,43187123,43188518
27,43179580,43179532
28,45562761,45562884
29,43514765,43517068
30,38131829,44380269
31,44966284,44967492
32,43091550,43091277
33,43622333,43622320
34,37754632,39999291
35,45090533,45090433
36,43918080,43917271
37,44326693,44326675
38,45731662,45732134
39,45232992,45234832
40,40631596,25858609
41,45014296,45013696
42,43389448,43389399
43,45764383,45771186
44,44657630,44657390
45,43620328,43620621
46,43990793,43990898
47,44405555,44676909
48,44067554,44064599
49,30845959,43763084
50,45110309,45111045
51,43333937,43333915
52,43564412,43564014
53,44049442,44048443
54,45530901,45544990
55,44159377,44159395
56,43754873,43715616
57,45041189,45020102
58,43233816,43233878
59,45667733,42645855
60,43780624,43780691
61,44468093,44465485
62,45483599,45483981
63,45745123,45744167
64,45111557,45111720
65,45242679,45241190
66,45717297,45717297
67,44784158,44784314
68,44044164,44044103
69,43302019,43302540
70,43217405,38367154
71,42494217,44283950
72,44599714,44596502
73,45045950,45044346
74,44979622,44980363
75,43705581,43703527
76,44966891,44966934
77,43414207,43414213
78,43316484,43313181
79,42997172,40993768
80,44596409,44595965
81,45501689,45501724
82,43451992,43450420
83,45518898,45522229
84,43519610,43520647
85,45657388,24649495
86,44356056,44346865
87,45645201,45649139
88,44234159,44233993
89,44731944,44732334
90,45180206,45185309
91,43186709,43209875
92,44257525,44257515
93,43185810,43182106
94,42921389,39545919
95,44750038,44750042
96,43669990,42166027
97,44975418,44976413
98,43384000,43383994
99,44978188,44978684
100,43676569,43675324
101,36938658,43064204
102,45679388,8897471
103,44818620,44820380
104,44830493,44722403
105,44511982,44510445
106,44678498,39382632
107,43669133,43987871
108,43731181,43730514
109,45072009,45069387
110,43227037,43256498
111,45809169,45809266
112,44309479,44354007
113,44525697,22972529
114,44218823,44217349
115,43957826,43958217
116,45029340,45029341
117,41750311,44151842
118,45254956,45256281
119,43540005,43539915
120,45585908,45585929
121,12994602,32203482
122,36056515,44193384
123,41055133,45036425
124,43438443,43439501
125,44644798,44644802
126,45388244,45847639
127,44618948,44620486
128,43980649,43980300
129,44958284,44958307
130,45076064,25441710
131,43616506,43616042
132,45607659,45648328
133,45602620,45595095
134,43608801,43608679
135,43430798,43430752
136,43890240,43890265
137,43263070,43142458
138,45928112,45929487
139,43310104,43310225
140,45510939,45730190
141,43472891,44659274
142,45073141,26812809
143,45273826,45273822
144,45217648,45188590
145,45859685,42622374
146,44693330,45203193
147,43110453,43109581
